Data/Hora;Baixa pressão [psi];Temperatura de evaporação [°C];Temp. da linha de sucção [°C];Superaquecimento [K];Alta pressão [psi];Temperatura de condensação [°C];Temp. da linha do líquido [°C];Sub-resfriamento [K];;
10/05/2022 11:04;"148,8";"21,1";"20,8";xxx;"148,2";"20,6";"19,2";"1,4";1;
10/05/2022 11:04;"148,8";"21,1";"20,8";xxx;"148,2";"20,6";"19,2";"1,4";1;
10/05/2022 11:04;"148,8";"21,1";"20,8";xxx;"148,2";"20,6";"19,2";"1,4";1;
10/05/2022 11:04;"148,8";"21,1";"20,8";xxx;"148,2";"20,6";"19,2";"1,4";1;
10/05/2022 11:04;"148,8";"21,1";"20,8";xxx;"148,2";"20,6";"19,2";"1,4";1;
10/05/2022 11:04;"148,8";"21,1";"20,8";xxx;"148,2";"20,6";"19,2";"1,4";1;
10/05/2022 11:04;"148,8";"21,1";"20,9";xxx;"148,4";"20,6";"19,2";"1,4";1;
10/05/2022 11:05;"136,2";"18,2";"20,9";"2,7";"176,2";"26,6";"19,2";"7,4";1;
10/05/2022 11:05;"136,2";"18,2";"20,9";"2,7";"176,2";"26,6";"19,2";"7,4";1;
10/05/2022 11:05;"77,2";"1,3";"20,9";"19,6";"207,3";"32,5";"19,2";"13,3";1;
10/05/2022 11:05;"25,4";-23;"20,9";"43,8";"201,2";"31,4";"19,2";"12,2";1;
10/05/2022 11:05;"32,9";"-18,3";"20,9";"39,1";"201,5";"31,4";"19,2";"12,2";1;
10/05/2022 11:05;"32,9";"-18,3";"20,9";"39,1";"201,9";"31,5";"19,2";"12,3";1;
10/05/2022 11:05;"32,9";"-18,3";"20,8";"39,1";"202,6";"31,7";"19,2";"12,4";1;
10/05/2022 11:05;"33,1";"-18,2";"20,8";"39,1";"203,3";"31,8";"19,3";"12,5";1;
10/05/2022 11:05;"33,1";"-18,2";"20,8";"39,1";"203,3";"31,8";"19,3";"12,5";1;
10/05/2022 11:05;"33,2";"-18,1";"20,9";39;"205,1";"32,1";"19,3";"12,8";1;
10/05/2022 11:05;"33,2";"-18,1";"20,9";39;"206,5";"32,4";"19,4";13;1;
10/05/2022 11:05;"33,4";-18;"20,9";"38,9";"208,3";"32,7";"19,5";"13,2";1;
10/05/2022 11:05;"33,5";-18;"20,9";"38,9";"209,9";33;"19,6";"13,4";1;
10/05/2022 11:05;"33,6";"-17,9";21;"38,8";"211,5";"33,3";"19,9";"13,5";1;
10/05/2022 11:05;"33,5";-18;21;39;"213,8";"33,7";"20,3";"13,5";1;
10/05/2022 11:05;"33,5";-18;21;39;"213,8";"33,7";"20,3";"13,5";1;
10/05/2022 11:05;"33,4";-18;"21,1";"39,1";"215,2";"33,9";"20,7";"13,3";1;
10/05/2022 11:05;"33,2";"-18,1";"21,2";"39,3";"216,4";"34,1";"21,2";"13,1";1;
10/05/2022 11:05;"32,9";"-18,3";"21,3";"39,5";218;"34,4";"21,8";"12,6";1;
10/05/2022 11:05;"32,8";"-18,4";"21,4";"39,7";"218,9";"34,6";"22,4";"12,2";1;
10/05/2022 11:05;"32,6";"-18,5";"21,5";"39,9";"219,6";"34,7";"23,1";"11,8";1;
10/05/2022 11:05;"32,6";"-18,5";"21,5";"39,9";"219,6";"34,7";"23,1";"11,8";1;
10/05/2022 11:05;"32,5";"-18,6";"21,6";"40,1";"220,3";"34,8";"23,6";"11,4";1;
10/05/2022 11:05;"32,5";"-18,6";"21,7";"40,3";"221,2";35;"24,1";"10,8";1;
10/05/2022 11:05;"32,5";"-18,6";"21,9";"40,4";"221,6";35;"24,7";"10,4";1;
10/05/2022 11:05;"32,3";"-18,6";22;"40,6";"222,1";"35,1";"25,3";10;1;
10/05/2022 11:05;"32,3";"-18,6";"22,2";"40,8";"222,6";"35,2";"25,8";"9,4";1;
10/05/2022 11:05;"32,3";"-18,6";"22,2";"40,8";"222,6";"35,2";"25,8";"9,4";1;
10/05/2022 11:05;"32,3";"-18,6";"22,4";"40,9";"222,9";"35,3";"26,3";"9,1";1;
10/05/2022 11:05;"32,3";"-18,6";"22,5";"41,1";"223,2";"35,3";"26,8";"8,7";1;
10/05/2022 11:05;"32,3";"-18,6";"22,7";"41,3";"223,5";"35,4";"27,2";"8,2";1;
10/05/2022 11:05;"32,3";"-18,6";"22,9";"41,5";"223,6";"35,4";"27,6";"7,8";1;
10/05/2022 11:05;"32,3";"-18,6";23;"41,6";"223,8";"35,4";28;"7,6";1;
10/05/2022 11:05;"32,3";"-18,6";"23,2";"41,8";"223,9";"35,4";"28,3";"7,3";1;
10/05/2022 11:05;"32,3";"-18,6";"23,2";"41,8";"223,9";"35,4";"28,3";"7,3";1;
10/05/2022 11:05;"32,5";"-18,6";"23,4";"41,9";"224,1";"35,5";"28,6";"6,9";1;
10/05/2022 11:05;"32,5";"-18,6";"23,6";"42,1";"224,2";"35,5";"28,8";"6,7";1;
10/05/2022 11:05;"32,6";"-18,5";"23,7";"42,1";"224,4";"35,5";"29,1";"6,5";1;
10/05/2022 11:05;"32,6";"-18,5";"23,9";"42,3";"224,5";"35,5";"29,3";"6,3";1;
10/05/2022 11:05;"32,6";"-18,5";"23,9";"42,3";"224,5";"35,5";"29,3";"6,3";1;
10/05/2022 11:05;"32,8";"-18,4";"24,1";"42,4";"224,8";"35,6";"29,6";"6,1";1;
10/05/2022 11:05;"32,9";"-18,3";"24,3";"42,5";225;"35,6";"29,8";"5,9";1;
10/05/2022 11:05;"32,9";"-18,3";"24,5";"42,7";"225,2";"35,7";30;"5,7";1;
10/05/2022 11:05;"33,1";"-18,2";"24,6";"42,8";"225,4";"35,7";"30,1";"5,6";1;
10/05/2022 11:05;"33,1";"-18,2";"24,8";"42,9";"225,5";"35,7";"30,3";"5,5";1;
10/05/2022 11:05;"33,1";"-18,2";"24,8";"42,9";"225,5";"35,7";"30,3";"5,5";1;
10/05/2022 11:05;"33,1";"-18,2";25;"43,1";"225,7";"35,7";"30,4";"5,4";1;
10/05/2022 11:05;"33,1";"-18,2";"25,1";"43,3";"225,8";"35,8";"30,6";"5,2";1;
10/05/2022 11:05;"33,2";"-18,1";"25,3";"43,4";226;"35,8";"30,7";"5,1";1;
10/05/2022 11:05;"33,2";"-18,1";"25,5";"43,5";"226,1";"35,8";"30,8";"5,1";1;
10/05/2022 11:05;"33,2";"-18,1";"25,7";"43,8";"226,4";"35,9";"30,9";5;1;
10/05/2022 11:05;"33,2";"-18,1";"25,7";"43,8";"226,4";"35,9";"30,9";5;1;
10/05/2022 11:05;"33,2";"-18,1";"25,8";"43,9";"226,5";"35,9";31;"4,9";1;
10/05/2022 11:05;"33,2";"-18,1";26;44;"226,7";"35,9";"31,1";"4,8";1;
10/05/2022 11:05;"33,2";"-18,1";"26,1";"44,2";"226,8";"35,9";"31,2";"4,8";1;
10/05/2022 11:05;"33,2";"-18,1";"26,3";"44,4";227;36;"31,3";"4,7";1;
10/05/2022 11:05;"33,2";"-18,1";"26,4";"44,5";"227,1";36;"31,4";"4,6";1;
10/05/2022 11:05;"33,2";"-18,1";"26,6";"44,6";"227,3";36;"31,4";"4,6";1;
10/05/2022 11:05;"33,2";"-18,1";"26,6";"44,6";"227,3";36;"31,4";"4,6";1;
10/05/2022 11:05;"33,2";"-18,1";"26,7";"44,8";"227,4";36;"31,5";"4,6";1;
10/05/2022 11:06;"33,2";"-18,1";"26,8";"44,9";"227,6";"36,1";"31,6";"4,5";1;
10/05/2022 11:06;"33,2";"-18,1";"26,9";"45,1";"227,7";"36,1";"31,6";"4,5";1;
10/05/2022 11:06;"33,2";"-18,1";"27,1";"45,2";"227,9";"36,1";"31,7";"4,4";1;
10/05/2022 11:06;"33,2";"-18,1";"27,2";"45,3";228;"36,1";"31,8";"4,4";1;
10/05/2022 11:06;"33,2";"-18,1";"27,2";"45,3";228;"36,1";"31,8";"4,4";1;
10/05/2022 11:06;"33,2";"-18,1";"27,3";"45,4";"228,1";"36,2";"31,8";"4,3";1;
10/05/2022 11:06;"33,2";"-18,1";"27,4";"45,5";"228,1";"36,2";"31,9";"4,3";1;
10/05/2022 11:06;"33,2";"-18,1";"27,5";"45,6";"228,3";"36,2";"31,9";"4,3";1;
10/05/2022 11:06;"33,2";"-18,1";"27,6";"45,8";"228,4";"36,2";32;"4,2";1;
10/05/2022 11:06;"33,2";"-18,1";"27,7";"45,8";"228,4";"36,2";32;"4,2";1;
10/05/2022 11:06;"33,2";"-18,1";"27,7";"45,8";"228,4";"36,2";32;"4,2";1;
10/05/2022 11:06;"33,2";"-18,1";"27,8";"45,9";"228,6";"36,2";"32,1";"4,2";1;
10/05/2022 11:06;"33,2";"-18,1";"27,9";46;"228,6";"36,2";"32,1";"4,1";1;
10/05/2022 11:06;"33,2";"-18,1";28;"46,1";"228,7";"36,3";"32,2";"4,1";1;
10/05/2022 11:06;"33,2";"-18,1";"28,1";"46,2";"228,7";"36,3";"32,2";4;1;
10/05/2022 11:06;"33,2";"-18,1";"28,2";"46,3";"228,7";"36,3";"32,3";4;1;
10/05/2022 11:06;"33,1";"-18,2";"28,2";"46,4";"228,7";"36,3";"32,3";4;1;
10/05/2022 11:06;"33,1";"-18,2";"28,2";"46,4";"228,7";"36,3";"32,3";4;1;
10/05/2022 11:06;"33,1";"-18,2";"28,3";"46,5";"228,9";"36,3";"32,4";"3,9";1;
10/05/2022 11:06;"33,1";"-18,2";"28,4";"46,5";"228,9";"36,3";"32,4";"3,9";1;
10/05/2022 11:06;"33,1";"-18,2";"28,4";"46,6";"228,9";"36,3";"32,5";"3,8";1;
10/05/2022 11:06;"33,1";"-18,2";"28,5";"46,7";"228,9";"36,3";"32,5";"3,8";1;
10/05/2022 11:06;"32,9";"-18,3";"28,5";"46,8";"228,9";"36,3";"32,5";"3,8";1;
10/05/2022 11:06;"32,9";"-18,3";"28,5";"46,8";"228,9";"36,3";"32,5";"3,8";1;
10/05/2022 11:06;"32,9";"-18,3";"28,6";"46,8";"228,7";"36,3";"32,6";"3,7";1;
10/05/2022 11:06;"32,8";"-18,4";"28,6";47;"228,7";"36,3";"32,6";"3,7";1;
10/05/2022 11:06;"32,6";"-18,5";"28,7";"47,1";"228,6";"36,2";"32,6";"3,6";1;
10/05/2022 11:06;"32,5";"-18,6";"28,7";"47,2";"228,6";"36,2";"32,7";"3,6";1;
10/05/2022 11:06;"32,3";"-18,6";"28,7";"47,4";"228,4";"36,2";"32,7";"3,5";1;
10/05/2022 11:06;"32,1";"-18,8";"28,8";"47,6";"228,1";"36,2";"32,7";"3,4";1;
10/05/2022 11:06;"32,1";"-18,8";"28,8";"47,6";"228,1";"36,2";"32,7";"3,4";1;
10/05/2022 11:06;"31,8";-19;"28,8";"47,8";228;"36,1";"32,7";"3,4";1;
10/05/2022 11:06;"31,6";"-19,1";"28,8";"47,9";"227,9";"36,1";"32,8";"3,4";1;
10/05/2022 11:06;"31,3";"-19,2";"28,9";"48,1";"227,6";"36,1";"32,8";"3,3";1;
10/05/2022 11:06;"31,2";"-19,3";"28,9";"48,2";"227,4";36;"32,8";"3,3";1;
10/05/2022 11:06;31;"-19,4";"28,9";"48,3";"227,1";36;"32,8";"3,2";1;
10/05/2022 11:06;31;"-19,4";"28,9";"48,3";"227,1";36;"32,8";"3,2";1;
10/05/2022 11:06;31;"-19,4";"28,9";"48,3";227;36;"32,8";"3,2";1;
10/05/2022 11:06;"30,9";"-19,5";29;"48,4";"226,7";"35,9";"32,8";"3,1";1;
10/05/2022 11:06;"30,9";"-19,5";29;"48,5";"226,5";"35,9";"32,8";"3,1";1;
10/05/2022 11:06;"30,7";"-19,6";29;"48,6";"226,4";"35,9";"32,8";"3,1";1;
10/05/2022 11:06;"30,7";"-19,6";29;"48,6";"226,4";"35,9";"32,8";"3,1";1;
10/05/2022 11:06;"30,7";"-19,6";29;"48,6";"226,4";"35,9";"32,8";"3,1";1;
10/05/2022 11:06;"30,9";"-19,5";29;"48,5";"226,3";"35,8";"32,8";"3,1";1;
10/05/2022 11:06;31;"-19,4";29;"48,4";"226,3";"35,8";"32,8";"3,1";1;
10/05/2022 11:06;"31,2";"-19,3";29;"48,3";"226,4";"35,9";"32,8";"3,1";1;
10/05/2022 11:06;"31,5";"-19,1";29;"48,2";"226,7";"35,9";"32,8";"3,2";1;
10/05/2022 11:06;"31,8";-19;29;48;"226,8";"35,9";"32,8";"3,2";1;
10/05/2022 11:06;"31,8";-19;29;48;"226,8";"35,9";"32,8";"3,2";1;
10/05/2022 11:06;"32,1";"-18,8";29;"47,8";"227,3";36;"32,8";"3,2";1;
10/05/2022 11:06;"32,2";"-18,7";29;"47,7";"227,7";"36,1";"32,8";"3,3";1;
10/05/2022 11:06;"32,6";"-18,5";29;"47,5";"228,3";"36,2";"32,8";"3,4";1;
10/05/2022 11:06;"32,8";"-18,4";29;"47,4";"228,7";"36,3";"32,8";"3,5";1;
10/05/2022 11:06;"32,9";"-18,3";29;"47,3";"229,3";"36,4";"32,8";"3,5";1;
10/05/2022 11:06;"33,1";"-18,2";29;"47,2";"229,7";"36,4";"32,8";"3,6";1;
10/05/2022 11:06;"33,1";"-18,2";29;"47,2";"229,7";"36,4";"32,8";"3,6";1;
10/05/2022 11:06;"33,2";"-18,1";29;"47,1";"230,3";"36,5";"32,9";"3,7";1;
10/05/2022 11:06;"33,2";"-18,1";29;"47,1";"230,8";"36,6";"32,9";"3,7";1;
10/05/2022 11:06;"33,2";"-18,1";"28,9";"47,1";"231,2";"36,7";"32,9";"3,8";1;
10/05/2022 11:06;"33,2";"-18,1";"28,9";"47,1";"231,5";"36,7";"32,9";"3,8";1;
10/05/2022 11:07;"33,2";"-18,1";"28,9";47;"231,9";"36,8";"32,9";"3,8";1;
10/05/2022 11:07;"33,2";"-18,1";"28,9";47;"232,3";"36,9";33;"3,9";1;
10/05/2022 11:07;"33,2";"-18,1";"28,9";47;"232,3";"36,9";33;"3,9";1;
10/05/2022 11:07;"33,2";"-18,1";"28,9";47;"232,6";"36,9";33;"3,9";1;
10/05/2022 11:07;"33,2";"-18,1";"28,9";47;"232,9";37;"33,1";"3,9";1;
10/05/2022 11:07;"33,2";"-18,1";"28,8";47;"233,4";37;"33,1";"3,9";1;
10/05/2022 11:07;"33,2";"-18,1";"28,8";"46,9";"233,8";"37,1";"33,1";4;1;
10/05/2022 11:07;"33,2";"-18,1";"28,8";"46,9";"234,1";"37,2";"33,2";4;1;
10/05/2022 11:07;"33,2";"-18,1";"28,8";"46,9";"234,1";"37,2";"33,2";4;1;
10/05/2022 11:07;"33,2";"-18,1";"28,8";"46,9";"234,5";"37,2";"33,2";4;1;
10/05/2022 11:07;"33,2";"-18,1";"28,7";"46,9";235;"37,3";"33,3";4;1;
10/05/2022 11:07;"33,2";"-18,1";"28,7";"46,8";"235,5";"37,4";"33,3";"4,1";1;
10/05/2022 11:07;"33,2";"-18,1";"28,7";"46,8";"235,8";"37,4";"33,4";"4,1";1;
10/05/2022 11:07;"33,2";"-18,1";"28,6";"46,8";"236,3";"37,5";"33,4";"4,1";1;
10/05/2022 11:07;"33,2";"-18,1";"28,6";"46,8";"236,6";"37,6";"33,5";"4,1";1;
10/05/2022 11:07;"33,2";"-18,1";"28,6";"46,8";"236,6";"37,6";"33,5";"4,1";1;
10/05/2022 11:07;"33,1";"-18,2";"28,6";"46,8";"237,1";"37,7";"33,5";"4,1";1;
10/05/2022 11:07;"33,1";"-18,2";"28,5";"46,8";"237,4";"37,7";"33,6";"4,1";1;
10/05/2022 11:07;"33,1";"-18,2";"28,5";"46,7";"237,7";"37,8";"33,7";"4,1";1;
10/05/2022 11:07;"33,1";"-18,2";"28,5";"46,7";"237,9";"37,8";"33,7";"4,1";1;
10/05/2022 11:07;"33,1";"-18,2";"28,4";"46,7";"238,3";"37,8";"33,8";"4,1";1;
10/05/2022 11:07;"33,1";"-18,2";"28,4";"46,6";"238,6";"37,9";"33,8";"4,1";1;
10/05/2022 11:07;"33,1";"-18,2";"28,4";"46,6";"238,6";"37,9";"33,8";"4,1";1;
10/05/2022 11:07;"33,1";"-18,2";"28,4";"46,6";"238,7";"37,9";"33,9";4;1;
10/05/2022 11:07;"33,1";"-18,2";"28,3";"46,6";239;38;"33,9";4;1;
10/05/2022 11:07;"33,1";"-18,2";"28,3";"46,5";"239,5";38;34;4;1;
10/05/2022 11:07;"32,9";"-18,3";"28,3";"46,6";"239,6";"38,1";"34,1";4;1;
10/05/2022 11:07;"32,9";"-18,3";"28,2";"46,5";"239,9";"38,1";"34,1";4;1;
10/05/2022 11:07;"32,9";"-18,3";"28,2";"46,5";"240,2";"38,2";"34,2";4;1;
10/05/2022 11:07;"32,9";"-18,3";"28,2";"46,5";"240,2";"38,2";"34,2";4;1;
10/05/2022 11:07;"32,9";"-18,3";"28,1";"46,4";"240,5";"38,2";"34,2";4;1;
10/05/2022 11:07;"32,9";"-18,3";"28,1";"46,4";"240,8";"38,2";"34,3";4;1;
10/05/2022 11:07;"32,9";"-18,3";28;"46,4";"240,9";"38,3";"34,4";"3,9";1;
10/05/2022 11:07;"32,9";"-18,3";28;"46,3";"241,2";"38,3";"34,4";"3,9";1;
10/05/2022 11:07;"32,9";"-18,3";28;"46,3";"241,5";"38,4";"34,5";"3,9";1;
10/05/2022 11:07;"32,9";"-18,3";28;"46,3";"241,5";"38,4";"34,5";"3,9";1;
10/05/2022 11:07;"32,9";"-18,3";"27,9";"46,2";"241,6";"38,4";"34,5";"3,9";1;
10/05/2022 11:07;"32,9";"-18,3";"27,9";"46,2";"241,9";"38,4";"34,6";"3,9";1;
10/05/2022 11:07;"32,9";"-18,3";"27,8";"46,1";"242,1";"38,5";"34,6";"3,9";1;
10/05/2022 11:07;"32,9";"-18,3";"27,8";"46,1";"242,2";"38,5";"34,7";"3,8";1;
10/05/2022 11:07;"32,8";"-18,4";"27,7";"46,1";"242,4";"38,5";"34,7";"3,8";1;
10/05/2022 11:07;"32,8";"-18,4";"27,7";"46,1";"242,5";"38,5";"34,8";"3,8";1;
10/05/2022 11:07;"32,8";"-18,4";"27,7";"46,1";"242,5";"38,5";"34,8";"3,8";1;
10/05/2022 11:07;"32,8";"-18,4";"27,6";46;"242,5";"38,5";"34,8";"3,7";1;
10/05/2022 11:07;"32,8";"-18,4";"27,6";46;"242,6";"38,6";"34,9";"3,7";1;
10/05/2022 11:07;"32,8";"-18,4";"27,5";"45,9";"242,6";"38,6";"34,9";"3,7";1;
10/05/2022 11:07;"32,8";"-18,4";"27,5";"45,9";"242,8";"38,6";35;"3,6";1;
10/05/2022 11:07;"32,8";"-18,4";"27,4";"45,8";"242,8";"38,6";35;"3,6";1;
10/05/2022 11:07;"32,6";"-18,5";"27,4";"45,8";"242,8";"38,6";"35,1";"3,5";1;
10/05/2022 11:07;"32,6";"-18,5";"27,4";"45,8";"242,8";"38,6";"35,1";"3,5";1;
10/05/2022 11:07;"32,6";"-18,5";"27,3";"45,8";"242,9";"38,6";"35,1";"3,5";1;
10/05/2022 11:07;"32,6";"-18,5";"27,3";"45,7";"242,9";"38,6";"35,1";"3,5";1;
10/05/2022 11:07;"32,6";"-18,5";"27,2";"45,7";"243,1";"38,6";"35,2";"3,5";1;
10/05/2022 11:07;"32,6";"-18,5";"27,2";"45,6";"243,1";"38,6";"35,2";"3,4";1;
10/05/2022 11:07;"32,6";"-18,5";"27,1";"45,6";"243,1";"38,6";"35,2";"3,4";1;
10/05/2022 11:07;"32,6";"-18,5";"27,1";"45,6";"243,1";"38,6";"35,2";"3,4";1;
10/05/2022 11:07;"32,6";"-18,5";"27,1";"45,5";"243,1";"38,6";"35,3";"3,4";1;
10/05/2022 11:07;"32,5";"-18,6";27;"45,6";"243,1";"38,6";"35,3";"3,3";1;
10/05/2022 11:07;"32,3";"-18,6";"26,9";"45,6";"242,9";"38,6";"35,3";"3,3";1;
10/05/2022 11:07;"32,3";"-18,6";"26,9";"45,5";"242,9";"38,6";"35,4";"3,3";1;
10/05/2022 11:08;"32,2";"-18,7";"26,8";"45,6";"242,8";"38,6";"35,4";"3,2";1;
10/05/2022 11:08;"31,9";"-18,9";"26,8";"45,7";"242,6";"38,6";"35,4";"3,2";1;
10/05/2022 11:08;"31,9";"-18,9";"26,8";"45,7";"242,6";"38,6";"35,4";"3,2";1;
10/05/2022 11:08;"31,6";"-19,1";"26,7";"45,8";"242,4";"38,5";"35,4";"3,1";1;
10/05/2022 11:08;"31,5";"-19,1";"26,7";"45,8";"242,2";"38,5";"35,4";"3,1";1;
10/05/2022 11:08;"31,3";"-19,2";"26,6";"45,9";"241,9";"38,4";"35,4";3;1;
10/05/2022 11:08;31;"-19,4";"26,6";46;"241,8";"38,4";"35,5";3;1;
10/05/2022 11:08;"30,9";"-19,5";"26,5";46;"241,3";"38,3";"35,5";"2,9";1;
10/05/2022 11:08;"30,7";"-19,6";"26,5";46;"241,1";"38,3";"35,4";"2,8";1;
10/05/2022 11:08;"30,7";"-19,6";"26,5";46;"241,1";"38,3";"35,4";"2,8";1;
10/05/2022 11:08;"30,6";"-19,7";"26,4";"46,1";"240,8";"38,2";"35,4";"2,8";1;
10/05/2022 11:08;"30,5";"-19,8";"26,3";"46,1";"240,5";"38,2";"35,4";"2,8";1;
10/05/2022 11:08;"30,5";"-19,8";"26,3";"46,1";"240,3";"38,2";"35,4";"2,8";1;
10/05/2022 11:08;"30,3";"-19,8";"26,2";"46,1";"239,9";"38,1";"35,4";"2,7";1;
10/05/2022 11:08;"30,3";"-19,8";"26,2";46;"239,6";"38,1";"35,4";"2,7";1;
10/05/2022 11:08;"30,3";"-19,8";"26,1";46;"239,3";38;"35,4";"2,7";1;
10/05/2022 11:08;"30,3";"-19,8";"26,1";46;"239,3";38;"35,4";"2,7";1;
10/05/2022 11:08;"30,3";"-19,8";26;"45,9";"239,2";38;"35,3";"2,6";1;
10/05/2022 11:08;"30,3";"-19,8";26;"45,8";"238,9";"37,9";"35,3";"2,6";1;
10/05/2022 11:08;"30,3";"-19,8";"25,9";"45,8";"238,7";"37,9";"35,3";"2,6";1;
10/05/2022 11:08;"30,3";"-19,8";"25,9";"45,7";"238,4";"37,9";"35,3";"2,6";1;
10/05/2022 11:08;"30,5";"-19,8";"25,8";"45,6";"238,3";"37,8";"35,2";"2,6";1;
10/05/2022 11:08;"30,5";"-19,8";"25,8";"45,6";"238,3";"37,8";"35,2";"2,6";1;
10/05/2022 11:08;"30,5";"-19,8";"25,8";"45,5";"238,3";"37,8";"35,2";"2,6";1;
10/05/2022 11:08;"30,6";"-19,7";"25,7";"45,4";"238,3";"37,8";"35,2";"2,7";1;
10/05/2022 11:08;"30,7";"-19,6";"25,6";"45,2";"238,3";"37,8";"35,2";"2,7";1;
10/05/2022 11:08;"30,7";"-19,6";"25,6";"45,2";"238,3";"37,8";"35,2";"2,7";1;
10/05/2022 11:08;31;"-19,4";"25,5";"44,9";"238,3";"37,8";"35,1";"2,7";1;
10/05/2022 11:08;"31,2";"-19,3";"25,5";"44,8";"238,4";"37,9";"35,1";"2,7";1;
10/05/2022 11:08;"31,2";"-19,3";"25,5";"44,8";"238,4";"37,9";"35,1";"2,7";1;
10/05/2022 11:08;"31,3";"-19,2";"25,4";"44,7";"238,6";"37,9";"35,1";"2,8";1;
10/05/2022 11:08;"31,5";"-19,1";"25,3";"44,5";"238,7";"37,9";"35,1";"2,8";1;
10/05/2022 11:08;"31,6";"-19,1";"25,3";"44,3";239;38;"35,1";"2,8";1;
10/05/2022 11:08;"31,8";-19;"25,2";"44,2";"239,2";38;"35,1";"2,9";1;
10/05/2022 11:08;"31,8";-19;"25,2";"44,2";"239,3";38;"35,1";"2,9";1;
10/05/2022 11:08;"31,8";-19;"25,2";"44,2";"239,3";38;"35,1";"2,9";1;
10/05/2022 11:08;"32,1";"-18,8";"25,1";"43,9";"239,6";"38,1";"35,1";"2,9";1;
10/05/2022 11:08;"32,1";"-18,8";25;"43,9";"239,7";"38,1";"35,2";"2,9";1;
10/05/2022 11:08;"32,2";"-18,7";25;"43,7";"239,9";"38,1";"35,2";3;1;
